t_s,alt_m_asl,lat_deg,lon_deg,acc_z_m_s2,vel_z_m_s,state_pz_m,motor_angle_deg
31.416,8.241,0.0,0.0,-6.718,-7.463,-1.295,0.0
32.455,8.491,0.0,0.0,-7.532,-7.616,-1.217,0.0
33.472,8.657,0.0,0.0,-7.245,-7.653,-1.095,0.0
34.489,8.324,0.0,0.0,-7.549,-7.991,-1.232,0.0
35.485,8.241,0.0,0.0,-8.489,-8.343,-1.256,0.0
36.502,8.491,0.0,0.0,-8.296,-8.574,-1.193,0.0
37.52,8.407,0.0,0.0,-8.126,-8.775,-1.183,0.0
38.56,8.491,0.0,0.0,-8.461,-8.952,-1.231,0.0
39.578,8.241,0.0,0.0,-9.615,-9.22,-1.316,0.0
40.574,8.491,0.0,0.0,-9.205,-9.176,-1.219,0.0
41.59,8.324,0.0,0.0,-9.227,-9.379,-1.289,0.0
42.606,8.324,0.0,0.0,-8.482,-9.488,-1.265,0.0
43.622,8.324,0.0,0.0,-9.313,-9.536,-1.25,0.0
44.638,8.324,0.0,0.0,-9.233,-9.777,-1.304,0.0
45.676,8.574,0.0,0.0,-9.688,-9.849,-1.245,0.0
46.692,8.491,0.0,0.0,-9.24,-9.92,-1.199,0.0
47.688,8.324,0.0,0.0,-9.264,-10.004,-1.252,0.0
48.704,8.241,0.0,0.0,-9.373,-10.047,-1.318,0.0
49.715,8.241,0.0,0.0,-9.83,-10.014,-1.416,0.0
50.73,8.324,0.0,0.0,-9.043,-9.919,-1.274,0.0
51.766,8.574,0.0,0.0,-9.681,-9.88,-1.146,0.0
52.777,8.574,0.0,0.0,-10.028,-10.153,-1.224,0.0
53.788,8.574,0.0,0.0,-9.237,-10.101,-1.15,0.0
54.777,8.574,0.0,0.0,-9.897,-10.129,-1.142,0.0
55.787,8.407,0.0,0.0,-9.704,-10.237,-1.24,0.0
56.802,8.574,0.0,0.0,-10.251,-10.274,-1.182,0.0
57.814,8.491,0.0,0.0,-9.677,-10.26,-1.16,0.0
58.825,8.74,0.0,0.0,-9.318,-10.265,-1.079,0.0
59.862,8.574,0.0,0.0,-9.694,-10.568,-1.227,0.0
60.872,8.574,0.0,0.0,-10.285,-10.628,-1.206,0.0
61.884,8.491,0.0,0.0,-10.349,-10.648,-1.159,0.0
62.895,8.491,0.0,0.0,-10.4,-10.745,-1.2,0.0
63.889,8.657,0.0,0.0,-10.045,-10.649,-1.22,0.0
64.904,8.74,0.0,0.0,-9.959,-10.553,-1.123,0.0
65.915,8.74,0.0,0.0,-9.226,-10.498,-1.163,0.0
66.924,8.324,0.0,0.0,-10.36,-10.58,-1.25,0.0
67.958,8.407,0.0,0.0,-9.661,-10.468,-1.247,0.0
68.973,8.74,0.0,0.0,-9.634,-10.379,-1.047,0.0
69.988,8.574,0.0,0.0,-10.182,-10.451,-1.093,0.0
70.984,8.574,0.0,0.0,-8.806,-10.408,-1.197,0.0
71.998,8.491,0.0,0.0,-10.388,-10.436,-1.161,0.0
73.013,8.407,0.0,0.0,-10.009,-10.507,-1.199,0.0
74.028,8.657,0.0,0.0,-10.209,-10.437,-1.102,0.0
75.062,8.74,0.0,0.0,-10.064,-10.426,-1.06,0.0
76.072,8.491,0.0,0.0,-9.539,-10.556,-1.187,0.0
77.082,8.491,0.0,0.0,-10.326,-10.643,-1.27,0.0
78.092,8.491,0.0,0.0,-9.716,-10.339,-1.177,0.0
79.083,8.491,0.0,0.0,-9.796,-10.286,-1.176,0.0
80.092,8.407,0.0,0.0,-9.509,-10.392,-1.27,0.0
81.109,8.491,0.0,0.0,-9.333,-10.278,-1.171,0.0
82.125,8.491,0.0,0.0,-9.352,-10.351,-1.231,0.0
83.162,8.657,0.0,0.0,-9.26,-10.183,-1.055,0.0
84.173,8.657,0.0,0.0,-10.34,-10.442,-1.079,0.0
85.182,8.74,0.0,0.0,-9.742,-10.43,-1.032,0.0
86.192,8.491,0.0,0.0,-10.136,-10.586,-1.194,0.0
87.183,8.574,0.0,0.0,-10.615,-10.557,-1.09,0.0
88.193,8.574,0.0,0.0,-9.958,-10.712,-1.143,0.0
89.209,8.74,0.0,0.0,-9.431,-10.572,-1.113,0.0
90.219,8.491,0.0,0.0,-10.067,-10.578,-1.156,0.0
91.23,8.657,0.0,0.0,-10.693,-10.638,-1.125,0.0
92.26,8.407,0.0,0.0,-9.68,-10.788,-1.191,0.0
93.274,8.574,0.0,0.0,-10.993,-10.786,-1.17,0.0
94.29,8.657,0.0,0.0,-10.799,-10.57,-1.082,0.0
95.288,8.491,0.0,0.0,-9.471,-10.491,-1.138,0.0
96.298,8.74,0.0,0.0,-9.703,-10.452,-1.135,0.0
97.309,8.574,0.0,0.0,-9.91,-10.534,-1.082,0.0
98.32,8.491,0.0,0.0,-10.535,-10.592,-1.11,0.0
99.356,8.491,0.0,0.0,-10.099,-10.59,-1.212,0.0
100.367,8.574,0.0,0.0,-9.513,-10.513,-1.102,0.0
101.378,8.491,0.0,0.0,-9.093,-10.314,-1.082,0.0
102.387,8.657,0.0,0.0,-10.906,-10.419,-1.118,0.0
103.377,8.657,0.0,0.0,-10.234,-10.4,-1.083,0.0
104.387,8.491,0.0,0.0,-10.598,-10.501,-1.131,0.0
105.399,8.657,0.0,0.0,-10.019,-10.277,-1.098,0.0
106.409,8.74,0.0,0.0,-9.18,-10.284,-1.045,0.0
107.42,8.574,0.0,0.0,-9.924,-10.279,-1.071,0.0
108.451,8.574,0.0,0.0,-10.54,-10.295,-1.059,0.0
109.467,8.574,0.0,0.0,-10.644,-10.291,-1.072,0.0
110.478,8.491,0.0,0.0,-9.549,-10.349,-1.094,0.0
111.488,8.491,0.0,0.0,-10.752,-10.479,-1.109,0.0
112.482,8.407,0.0,0.0,-9.365,-10.625,-1.215,0.0
113.495,8.907,0.0,0.0,-9.423,-10.274,-0.938,0.0
114.51,8.491,0.0,0.0,-10.171,-10.424,-1.08,0.0
115.52,8.657,0.0,0.0,-9.796,-10.34,-1.035,0.0
116.552,8.407,0.0,0.0,-8.974,-10.485,-1.123,0.0
117.562,8.657,0.0,0.0,-9.922,-10.558,-1.113,0.0
118.572,8.824,0.0,0.0,-9.838,-10.256,-0.933,0.0
119.582,8.491,0.0,0.0,-9.9,-10.328,-0.981,0.0
120.592,8.74,0.0,0.0,-9.324,-10.413,-1.051,0.0
121.583,8.824,0.0,0.0,-10.083,-10.28,-0.959,0.0
122.593,8.907,0.0,0.0,-9.354,-10.275,-0.973,0.0
123.604,8.74,0.0,0.0,-9.33,-10.25,-1.002,0.0
124.614,8.574,0.0,0.0,-9.969,-10.355,-1.105,0.0
125.624,8.824,0.0,0.0,-9.908,-10.258,-1.009,0.0
126.635,8.657,0.0,0.0,-9.96,-10.264,-1.044,0.0
127.667,8.491,0.0,0.0,-10.512,-10.417,-1.139,0.0
128.679,9.074,0.0,0.0,-10.437,-10.081,-0.785,0.0
129.692,8.824,0.0,0.0,-9.603,-10.245,-0.933,0.0
130.703,8.824,0.0,0.0,-9.629,-10.179,-0.941,0.0
131.693,8.74,0.0,0.0,-10.307,-10.174,-0.992,0.0
132.705,8.74,0.0,0.0,-9.636,-10.19,-0.943,0.0
133.714,8.657,0.0,0.0,-10.074,-10.36,-1.024,0.0
134.724,8.574,0.0,0.0,-10.77,-10.408,-1.12,0.0
135.756,8.824,0.0,0.0,-10.421,-10.296,-0.941,0.0
136.767,8.491,0.0,0.0,-9.637,-10.4,-1.089,0.0
137.783,8.74,0.0,0.0,-9.258,-10.285,-0.982,0.0
138.776,8.74,0.0,0.0,-9.421,-10.29,-0.992,0.0
139.789,8.907,0.0,0.0,-9.714,-10.221,-0.841,0.0
140.8,8.824,0.0,0.0,-9.823,-10.247,-0.951,0.0
141.812,8.824,0.0,0.0,-9.86,-10.077,-0.905,0.0
142.824,8.824,0.0,0.0,-10.103,-10.157,-0.963,0.0
143.861,8.824,0.0,0.0,-9.427,-10.041,-0.915,0.0
144.874,8.824,0.0,0.0,-9.25,-9.955,-0.861,0.0
145.891,8.74,0.0,0.0,-9.856,-10.003,-0.901,0.0
146.886,8.907,0.0,0.0,-8.924,-9.919,-0.877,0.0
147.903,8.824,0.0,0.0,-10.14,-9.93,-0.886,0.0
148.915,8.74,0.0,0.0,-9.328,-9.851,-0.858,0.0
149.924,8.907,0.0,0.0,-9.352,-9.79,-0.741,0.0
150.957,8.657,0.0,0.0,-9.764,-10.124,-0.998,0.0
151.968,8.574,0.0,0.0,-9.076,-10.198,-0.936,0.0
152.982,8.657,0.0,0.0,-10.233,-10.3,-0.973,0.0
153.977,8.74,0.0,0.0,-9.254,-10.171,-0.838,0.0
154.994,8.99,0.0,0.0,-10.177,-10.11,-0.767,0.0
156.012,8.99,0.0,0.0,-9.664,-10.217,-0.784,0.0
157.03,8.824,0.0,0.0,-9.884,-10.392,-0.804,0.0
158.069,8.907,0.0,0.0,-10.62,-10.407,-0.802,0.0
159.088,8.824,0.0,0.0,-10.394,-10.375,-0.812,0.0
160.085,8.74,0.0,0.0,-9.905,-10.514,-0.851,0.0
161.102,8.99,0.0,0.0,-10.14,-10.557,-0.826,0.0
162.12,8.907,0.0,0.0,-9.804,-10.395,-0.811,0.0
163.159,9.074,0.0,0.0,-9.696,-10.125,-0.685,0.0
164.178,9.074,0.0,0.0,-9.98,-10.276,-0.756,0.0
165.175,8.907,0.0,0.0,-10.324,-10.278,-0.766,0.0
166.193,8.907,0.0,0.0,-9.81,-10.326,-0.842,0.0
167.212,8.907,0.0,0.0,-9.938,-10.415,-0.816,0.0
168.229,9.157,0.0,0.0,-9.587,-10.221,-0.68,0.0
169.268,8.907,0.0,0.0,-9.532,-10.213,-0.757,0.0
170.285,8.907,0.0,0.0,-9.097,-10.107,-0.702,0.0
171.282,8.99,0.0,0.0,-9.752,-10.001,-0.733,0.0
172.299,9.24,0.0,0.0,-10.524,-9.911,-0.592,0.0
173.316,8.907,0.0,0.0,-9.621,-10.062,-0.75,0.0
174.355,8.907,0.0,0.0,-9.82,-10.053,-0.764,0.0
175.372,9.074,0.0,0.0,-9.705,-9.952,-0.635,0.0
176.389,9.074,0.0,0.0,-9.381,-10.009,-0.612,0.0
177.384,9.157,0.0,0.0,-9.137,-9.893,-0.575,0.0
178.4,8.99,0.0,0.0,-9.631,-10.022,-0.666,0.0
179.416,9.074,0.0,0.0,-9.194,-9.998,-0.65,0.0
180.452,8.99,0.0,0.0,-9.494,-10.102,-0.671,0.0
181.468,9.074,0.0,0.0,-10.808,-10.152,-0.653,0.0
182.482,8.99,0.0,0.0,-8.893,-10.227,-0.708,0.0
183.492,8.99,0.0,0.0,-9.402,-10.092,-0.629,0.0
184.486,9.157,0.0,0.0,-10.05,-9.901,-0.472,0.0
185.502,9.323,0.0,0.0,-9.84,-9.882,-0.515,0.0
186.517,9.157,0.0,0.0,-9.823,-9.947,-0.646,0.0
187.53,8.907,0.0,0.0,-9.275,-9.931,-0.611,0.0
188.561,9.49,0.0,0.0,-9.88,-9.815,-0.439,0.0
189.576,9.074,0.0,0.0,-9.163,-10.003,-0.539,0.0
190.589,9.074,0.0,0.0,-9.1,-10.079,-0.597,0.0
191.582,9.24,0.0,0.0,-9.152,-10.076,-0.523,0.0
192.596,9.157,0.0,0.0,-9.11,-9.975,-0.54,0.0
193.609,8.907,0.0,0.0,-9.268,-10.029,-0.635,0.0
194.619,8.99,0.0,0.0,-8.962,-9.988,-0.531,0.0
195.63,8.907,0.0,0.0,-8.661,-10.107,-0.605,0.0
196.667,9.323,0.0,0.0,-9.022,-10.084,-0.485,0.0
197.682,9.157,0.0,0.0,-9.928,-10.099,-0.474,0.0
198.692,9.323,0.0,0.0,-10.091,-10.164,-0.452,0.0
199.702,9.074,0.0,0.0,-9.401,-10.103,-0.513,0.0
200.692,9.323,0.0,0.0,-9.487,-10.092,-0.453,0.0
201.702,9.323,0.0,0.0,-10.247,-10.221,-0.467,0.0
202.72,9.323,0.0,0.0,-9.548,-10.142,-0.432,0.0
203.755,9.157,0.0,0.0,-10.204,-10.256,-0.465,0.0
204.768,9.157,0.0,0.0,-10.5,-10.311,-0.467,0.0
205.776,9.49,0.0,0.0,-9.184,-10.198,-0.336,0.0
206.789,9.24,0.0,0.0,-9.659,-10.274,-0.404,0.0
207.781,9.24,0.0,0.0,-10.102,-10.327,-0.461,0.0
208.791,9.407,0.0,0.0,-9.428,-10.226,-0.364,0.0
209.807,9.407,0.0,0.0,-9.781,-10.204,-0.35,0.0
210.82,9.24,0.0,0.0,-10.948,-10.24,-0.424,0.0
211.855,9.24,0.0,0.0,-10.459,-10.249,-0.387,0.0
212.866,9.656,0.0,0.0,-9.478,-10.093,-0.284,0.0
213.876,9.24,0.0,0.0,-10.005,-10.133,-0.35,0.0
214.886,9.323,0.0,0.0,-10.232,-10.266,-0.38,0.0
215.877,9.24,0.0,0.0,-9.93,-10.311,-0.46,0.0
216.887,9.407,0.0,0.0,-9.417,-10.188,-0.329,0.0
217.898,9.574,0.0,0.0,-9.301,-9.982,-0.242,0.0
218.909,9.323,0.0,0.0,-9.316,-10.056,-0.267,0.0
219.919,9.323,0.0,0.0,-9.655,-10.039,-0.268,0.0
220.928,9.323,0.0,0.0,-9.207,-10.078,-0.321,0.0
221.962,9.407,0.0,0.0,-10.368,-10.055,-0.234,0.0
222.971,9.574,0.0,0.0,-9.61,-10.016,-0.189,0.0
223.981,9.574,0.0,0.0,-9.144,-10.251,-0.224,0.0
224.991,9.574,0.0,0.0,-9.633,-10.125,-0.178,0.0
225.982,9.574,0.0,0.0,-10.641,-10.24,-0.2,0.0
226.991,9.323,0.0,0.0,-10.59,-10.61,-0.335,0.0
228.007,9.49,0.0,0.0,-10.408,-10.67,-0.275,0.0
229.019,9.49,0.0,0.0,-10.613,-10.705,-0.269,0.0
230.028,9.574,0.0,0.0,-11.096,-10.658,-0.205,0.0
231.061,9.407,0.0,0.0,-9.621,-10.625,-0.265,0.0
232.072,9.49,0.0,0.0,-10.17,-10.418,-0.163,0.0
233.086,9.407,0.0,0.0,-9.98,-10.445,-0.201,0.0
234.076,9.49,0.0,0.0,-10.11,-10.578,-0.195,0.0
235.086,9.574,0.0,0.0,-9.322,-10.395,-0.072,0.0
236.097,9.49,0.0,0.0,-10.085,-10.483,-0.233,0.0
237.108,9.407,0.0,0.0,-9.5,-10.337,-0.145,0.0
238.118,9.49,0.0,0.0,-10.325,-10.35,-0.148,0.0
239.128,9.656,0.0,0.0,-10.317,-10.316,-0.029,0.0
240.161,9.574,0.0,0.0,-9.752,-10.405,-0.095,0.0
241.171,9.49,0.0,0.0,-10.119,-10.393,-0.18,0.0
242.181,9.574,0.0,0.0,-9.868,-10.351,-0.105,0.0
243.191,9.574,0.0,0.0,-10.116,-10.353,0.024,0.0
244.181,9.74,0.0,0.0,-10.399,-10.249,0.024,0.0
245.191,9.656,0.0,0.0,-10.128,-10.379,-0.03,0.0
246.202,9.906,0.0,0.0,-10.07,-10.246,0.09,0.0
247.213,9.656,0.0,0.0,-9.567,-10.464,-0.013,0.0
248.226,9.74,0.0,0.0,-10.116,-10.482,0.026,0.0
249.262,9.574,0.0,0.0,-9.781,-10.636,-0.023,0.0
250.276,9.656,0.0,0.0,-10.671,-10.416,0.038,0.0
251.293,9.656,0.0,0.0,-10.135,-10.388,-0.038,0.0
252.282,9.656,0.0,0.0,-9.325,-10.218,0.059,0.0
253.291,9.574,0.0,0.0,-9.365,-10.143,0.021,0.0
254.303,10.073,0.0,0.0,-8.729,-9.849,0.248,0.0
255.313,9.823,0.0,0.0,-9.364,-9.976,0.193,0.0
256.324,9.656,0.0,0.0,-9.689,-10.195,0.076,0.0
257.36,9.74,0.0,0.0,-9.971,-10.111,0.098,0.0
258.371,9.906,0.0,0.0,-9.359,-10.129,0.143,0.0
259.381,9.74,0.0,0.0,-10.327,-10.184,0.161,0.0
260.375,9.99,0.0,0.0,-10.395,-10.252,0.224,0.0
261.386,9.823,0.0,0.0,-9.262,-10.257,0.164,0.0
262.397,9.906,0.0,0.0,-9.247,-10.17,0.257,0.0
263.408,9.823,0.0,0.0,-10.988,-10.39,0.147,0.0
264.418,9.99,0.0,0.0,-9.684,-10.263,0.254,0.0
265.428,9.99,0.0,0.0,-10.248,-10.29,0.271,0.0
266.461,9.99,0.0,0.0,-9.573,-10.319,0.254,0.0
267.471,10.239,0.0,0.0,-9.005,-10.155,0.443,0.0
268.481,9.99,0.0,0.0,-8.873,-10.187,0.332,0.0
269.494,9.99,0.0,0.0,-10.08,-10.102,0.306,0.0
270.487,9.99,0.0,0.0,-9.088,-10.105,0.327,0.0
271.497,10.073,0.0,0.0,-9.771,-10.185,0.397,0.0
272.509,10.239,0.0,0.0,-9.406,-10.284,0.407,0.0
273.525,9.906,0.0,0.0,-9.673,-10.216,0.407,0.0
274.559,9.906,0.0,0.0,-9.661,-10.205,0.374,0.0
275.571,10.073,0.0,0.0,-9.65,-10.161,0.411,0.0
276.581,10.156,0.0,0.0,-9.407,-10.062,0.465,0.0
277.591,10.073,0.0,0.0,-8.989,-9.93,0.51,0.0
278.581,10.073,0.0,0.0,-9.686,-9.975,0.419,0.0
279.591,10.073,0.0,0.0,-9.177,-9.804,0.477,0.0
280.602,10.073,0.0,0.0,-8.736,-9.796,0.518,0.0
281.613,10.073,0.0,0.0,-9.247,-9.655,0.525,0.0
282.624,10.239,0.0,0.0,-9.82,-9.749,0.512,0.0
283.633,10.073,0.0,0.0,-9.645,-9.889,0.442,0.0
284.666,10.156,0.0,0.0,-9.48,-9.988,0.576,0.0
285.676,10.323,0.0,0.0,-9.987,-10.105,0.506,0.0
286.686,10.156,0.0,0.0,-9.291,-10.045,0.51,0.0
287.696,10.239,0.0,0.0,-9.787,-9.959,0.564,0.0
288.687,10.239,0.0,0.0,-10.34,-10.012,0.586,0.0
289.697,10.239,0.0,0.0,-10.249,-10.086,0.659,0.0
290.71,10.573,0.0,0.0,-9.064,-9.944,0.737,0.0
291.723,10.239,0.0,0.0,-9.003,-10.155,0.572,0.0
292.755,10.156,0.0,0.0,-9.656,-10.112,0.521,0.0
293.767,10.406,0.0,0.0,-9.781,-10.116,0.669,0.0
294.777,10.406,0.0,0.0,-10.254,-10.155,0.694,0.0
295.791,10.239,0.0,0.0,-9.75,-10.178,0.622,0.0
296.787,10.323,0.0,0.0,-9.122,-10.165,0.668,0.0
297.798,10.406,0.0,0.0,-10.344,-10.197,0.751,0.0
298.809,10.573,0.0,0.0,-10.154,-10.211,0.76,0.0
299.819,10.323,0.0,0.0,-10.61,-10.329,0.771,0.0
300.856,10.49,0.0,0.0,-9.898,-10.284,0.772,0.0
301.866,10.49,0.0,0.0,-10.441,-10.191,0.742,0.0
302.882,10.656,0.0,0.0,-9.35,-9.964,0.9,0.0
303.875,10.406,0.0,0.0,-9.648,-9.949,0.798,0.0
304.889,10.656,0.0,0.0,-9.337,-9.883,0.869,0.0
305.903,10.573,0.0,0.0,-8.812,-9.924,0.806,0.0
306.914,10.656,0.0,0.0,-9.34,-9.932,0.867,0.0
307.932,10.49,0.0,0.0,-9.021,-9.948,0.816,0.0
308.967,10.406,0.0,0.0,-10.005,-10.116,0.792,0.0
309.981,10.406,0.0,0.0,-9.036,-10.033,0.852,0.0
310.992,10.823,0.0,0.0,-9.596,-9.904,0.931,0.0
311.982,10.49,0.0,0.0,-9.327,-10.114,0.849,0.0
312.997,10.573,0.0,0.0,-9.486,-10.032,0.923,0.0
314.009,10.739,0.0,0.0,-10.273,-10.047,0.93,0.0
315.024,10.573,0.0,0.0,-9.809,-10.065,0.913,0.0
316.055,10.739,0.0,0.0,-9.093,-10.058,0.985,0.0
317.066,10.656,0.0,0.0,-9.858,-10.106,0.991,0.0
318.076,10.573,0.0,0.0,-9.089,-10.1,0.95,0.0
319.091,10.656,0.0,0.0,-10.054,-10.054,0.968,0.0
320.082,10.656,0.0,0.0,-9.025,-10.089,0.942,0.0
321.091,10.739,0.0,0.0,-9.915,-10.03,0.935,0.0
322.103,10.573,0.0,0.0,-9.209,-10.01,0.947,0.0
323.113,10.739,0.0,0.0,-10.53,-10.222,0.955,0.0
324.123,10.49,0.0,0.0,-9.795,-10.272,0.886,0.0
325.155,10.989,0.0,0.0,-8.831,-9.843,1.138,0.0
326.166,10.49,0.0,0.0,-9.313,-10.064,0.968,0.0
327.176,10.823,0.0,0.0,-9.374,-9.754,1.132,0.0
328.186,10.739,0.0,0.0,-8.977,-9.758,1.014,0.0
329.176,10.656,0.0,0.0,-10.268,-9.678,1.086,0.0
330.186,10.906,0.0,0.0,-8.16,-9.687,1.145,0.0
331.197,10.739,0.0,0.0,-9.232,-9.745,1.092,0.0
332.208,10.739,0.0,0.0,-9.045,-9.63,1.14,0.0
333.218,10.656,0.0,0.0,-9.679,-9.669,1.124,0.0
334.233,10.656,0.0,0.0,-9.017,-9.727,1.088,0.0
335.267,10.906,0.0,0.0,-9.012,-9.641,1.213,0.0
336.277,10.823,0.0,0.0,-9.66,-9.77,1.121,0.0
337.286,10.906,0.0,0.0,-10.362,-9.768,1.202,0.0
338.278,10.989,0.0,0.0,-9.491,-9.794,1.201,0.0
339.291,10.989,0.0,0.0,-9.929,-9.875,1.216,0.0
340.303,10.989,0.0,0.0,-9.463,-9.863,1.227,0.0
341.313,10.739,0.0,0.0,-9.349,-10.013,1.041,0.0
342.323,10.906,0.0,0.0,-9.723,-9.701,1.246,0.0
343.355,11.073,0.0,0.0,-9.817,-9.664,1.294,0.0
344.366,10.989,0.0,0.0,-8.583,-9.596,1.28,0.0
345.376,10.739,0.0,0.0,-8.835,-9.58,1.202,0.0
346.386,10.989,0.0,0.0,-9.35,-9.49,1.238,0.0
347.377,10.906,0.0,0.0,-8.371,-9.455,1.201,0.0
348.386,10.989,0.0,0.0,-9.681,-9.385,1.284,0.0
349.4,11.156,0.0,0.0,-10.2,-9.329,1.408,0.0
350.413,10.906,0.0,0.0,-9.185,-9.678,1.217,0.0
351.427,11.073,0.0,0.0,-9.598,-9.503,1.371,0.0
352.461,11.073,0.0,0.0,-9.322,-9.487,1.368,0.0
353.471,10.989,0.0,0.0,-9.303,-9.57,1.287,0.0
354.481,10.989,0.0,0.0,-9.273,-9.53,1.305,0.0
355.491,10.906,0.0,0.0,-8.648,-9.469,1.316,0.0
356.487,10.989,0.0,0.0,-9.595,-9.49,1.294,0.0
357.497,10.823,0.0,0.0,-8.766,-9.572,1.301,0.0
358.508,10.989,0.0,0.0,-9.873,-9.504,1.396,0.0
359.518,11.239,0.0,0.0,-9.583,-9.574,1.396,0.0
360.528,10.989,0.0,0.0,-8.825,-9.743,1.305,0.0
361.562,10.989,0.0,0.0,-9.42,-9.772,1.291,0.0
362.579,10.989,0.0,0.0,-9.371,-9.851,1.39,0.0
363.576,11.239,0.0,0.0,-9.482,-9.898,1.417,0.0
364.593,11.073,0.0,0.0,-10.056,-9.861,1.376,0.0
365.611,10.989,0.0,0.0,-9.976,-9.942,1.328,0.0
366.628,11.156,0.0,0.0,-9.918,-9.831,1.425,0.0
367.667,10.989,0.0,0.0,-10.12,-10.035,1.342,0.0
368.685,10.906,0.0,0.0,-9.357,-10.026,1.335,0.0
369.702,10.989,0.0,0.0,-8.166,-9.82,1.379,0.0
370.698,10.989,0.0,0.0,-9.643,-9.812,1.333,0.0
371.715,10.989,0.0,0.0,-9.039,-9.735,1.457,0.0
372.754,11.322,0.0,0.0,-9.609,-9.857,1.478,0.0
373.772,11.073,0.0,0.0,-9.684,-9.861,1.483,0.0
374.789,11.156,0.0,0.0,-9.54,-9.937,1.439,0.0
375.787,11.239,0.0,0.0,-9.317,-9.859,1.547,0.0
376.804,10.989,0.0,0.0,-10.144,-10.048,1.393,0.0
377.822,11.156,0.0,0.0,-10.603,-10.136,1.399,0.0
378.862,11.156,0.0,0.0,-10.28,-10.171,1.449,0.0
379.88,11.073,0.0,0.0,-9.286,-10.199,1.396,0.0
380.876,10.989,0.0,0.0,-9.185,-10.183,1.421,0.0
381.893,11.073,0.0,0.0,-9.821,-9.986,1.465,0.0
382.91,10.989,0.0,0.0,-9.533,-10.101,1.368,0.0
383.928,11.156,0.0,0.0,-9.731,-10.095,1.467,0.0
384.967,11.073,0.0,0.0,-10.194,-10.163,1.449,0.0
385.984,11.156,0.0,0.0,-10.001,-10.122,1.483,0.0
386.981,10.906,0.0,0.0,-9.672,-10.169,1.415,0.0
387.998,11.239,0.0,0.0,-9.868,-10.175,1.431,0.0
389.016,10.989,0.0,0.0,-10.472,-10.213,1.404,0.0
390.056,11.073,0.0,0.0,-10.126,-10.177,1.463,0.0
391.074,11.322,0.0,0.0,-9.75,-10.157,1.549,0.0
392.092,11.322,0.0,0.0,-10.318,-10.239,1.569,0.0
393.089,11.156,0.0,0.0,-9.618,-10.285,1.512,0.0
394.106,11.322,0.0,0.0,-9.248,-10.306,1.537,0.0
395.124,11.239,0.0,0.0,-9.325,-10.226,1.521,0.0
396.164,11.156,0.0,0.0,-10.079,-10.253,1.471,0.0
397.182,11.322,0.0,0.0,-10.297,-10.212,1.507,0.0
398.179,11.156,0.0,0.0,-9.956,-10.354,1.525,0.0
399.196,11.156,0.0,0.0,-10.807,-10.49,1.453,0.0
400.214,11.489,0.0,0.0,-9.789,-10.228,1.646,0.0
401.233,10.989,0.0,0.0,-9.897,-10.594,1.425,0.0
402.272,11.239,0.0,0.0,-10.044,-10.58,1.529,0.0
403.289,11.322,0.0,0.0,-9.987,-10.389,1.55,0.0
404.285,11.406,0.0,0.0,-9.878,-10.404,1.548,0.0
405.302,11.073,0.0,0.0,-10.045,-10.356,1.487,0.0
406.319,11.239,0.0,0.0,-8.791,-10.394,1.536,0.0
407.358,11.156,0.0,0.0,-9.737,-10.273,1.504,0.0
408.376,11.156,0.0,0.0,-9.31,-10.207,1.566,0.0
409.373,10.989,0.0,0.0,-9.705,-10.262,1.47,0.0
410.39,11.406,0.0,0.0,-9.725,-9.943,1.659,0.0
411.408,11.239,0.0,0.0,-9.283,-10.126,1.578,0.0
412.425,10.906,0.0,0.0,-9.137,-10.193,1.464,0.0
8.654,12.489,0.0,0.0,-15.374,-133.051,-575.711,0.0
10.359,12.489,0.0,0.0,-15.693,-159.808,-687.81,0.0
11.377,11.239,0.0,0.0,-15.818,11.501,-0.672,0.0
12.389,11.322,0.0,0.0,-15.145,-5.77,-1.407,0.0
13.403,11.239,0.0,0.0,-13.883,-11.969,-1.724,0.0
14.392,11.406,0.0,0.0,-14.587,-13.822,-1.697,0.0
15.407,11.156,0.0,0.0,-14.718,-14.323,-1.789,0.0
16.42,11.156,0.0,0.0,-14.233,-14.346,-1.836,0.0
17.437,11.239,0.0,0.0,-12.672,-13.967,-1.773,0.0
18.467,10.989,0.0,0.0,-11.928,-13.913,-1.91,0.0
19.477,11.239,0.0,0.0,-12.185,-13.496,-1.77,0.0
20.488,11.322,0.0,0.0,-12.376,-13.168,-1.813,0.0
21.498,11.156,0.0,0.0,-12.116,-12.859,-1.808,0.0
22.482,11.073,0.0,0.0,-12.43,-12.772,-1.826,0.0
23.492,10.906,0.0,0.0,-12.402,-12.826,-1.877,0.0
24.504,11.073,0.0,0.0,-11.194,-12.478,-1.817,0.0
25.514,11.156,0.0,0.0,-10.793,-12.196,-1.793,0.0
26.525,11.239,0.0,0.0,-10.566,-12.017,-1.78,0.0
27.534,10.989,0.0,0.0,-11.155,-11.915,-1.844,0.0
28.566,11.156,0.0,0.0,-10.186,-11.682,-1.796,0.0
29.577,11.322,0.0,0.0,-10.809,-11.308,-1.712,0.0
30.587,10.989,0.0,0.0,-10.527,-11.276,-1.811,0.0
31.597,11.073,0.0,0.0,-10.672,-11.117,-1.75,0.0
32.589,10.906,0.0,0.0,-10.672,-11.105,-1.879,0.0
33.598,10.906,0.0,0.0,-10.709,-10.988,-1.868,0.0
34.609,11.239,0.0,0.0,-9.473,-10.787,-1.788,0.0
