t_s,alt_m_asl,lat_deg,lon_deg,acc_z_m_s2,vel_z_m_s,state_pz_m,motor_angle_deg
586.018,7.741,0.0,0.0,-15.426,-15.738,-2.703,0.0
587.028,7.825,0.0,0.0,-15.037,-15.659,-2.599,0.0
588.039,7.825,0.0,0.0,-15.426,-15.722,-2.607,0.0
589.07,7.492,0.0,0.0,-15.172,-16.021,-2.77,0.0
590.082,7.741,0.0,0.0,-15.127,-15.825,-2.669,0.0
591.091,7.825,0.0,0.0,-14.992,-15.877,-2.676,0.0
592.101,7.574,0.0,0.0,-15.086,-15.917,-2.698,0.0
593.091,7.825,0.0,0.0,-15.607,-15.853,-2.598,0.0
594.101,7.658,0.0,0.0,-14.927,-16.036,-2.748,0.0
595.112,7.741,0.0,0.0,-15.084,-16.033,-2.73,0.0
596.123,7.825,0.0,0.0,-15.45,-15.995,-2.685,0.0
597.134,7.741,0.0,0.0,-15.057,-15.999,-2.653,0.0
598.143,7.658,0.0,0.0,-15.255,-16.059,-2.681,0.0
599.176,7.492,0.0,0.0,-14.843,-16.098,-2.714,0.0
600.186,7.741,0.0,0.0,-14.969,-16.2,-2.754,0.0
601.196,7.908,0.0,0.0,-15.009,-16.15,-2.623,0.0
602.206,7.825,0.0,0.0,-15.734,-16.288,-2.7,0.0
603.197,7.658,0.0,0.0,-15.791,-16.281,-2.704,0.0
604.206,7.574,0.0,0.0,-15.356,-16.25,-2.722,0.0
605.219,7.741,0.0,0.0,-15.897,-16.359,-2.705,0.0
606.233,7.825,0.0,0.0,-16.2,-16.278,-2.638,0.0
607.27,7.741,0.0,0.0,-15.319,-16.333,-2.639,0.0
608.281,7.658,0.0,0.0,-16.012,-16.458,-2.75,0.0
609.291,7.741,0.0,0.0,-16.283,-16.399,-2.659,0.0
610.282,7.825,0.0,0.0,-16.494,-16.496,-2.657,0.0
611.292,7.741,0.0,0.0,-15.961,-16.628,-2.696,0.0
612.301,7.658,0.0,0.0,-16.188,-16.826,-2.804,0.0
613.317,7.825,0.0,0.0,-15.893,-16.642,-2.623,0.0
614.328,7.574,0.0,0.0,-15.94,-16.936,-2.813,0.0
615.338,7.408,0.0,0.0,-15.699,-16.92,-2.787,0.0
616.371,7.825,0.0,0.0,-15.836,-16.813,-2.691,0.0
617.381,7.908,0.0,0.0,-16.345,-16.82,-2.692,0.0
618.397,7.658,0.0,0.0,-15.992,-16.798,-2.69,0.0
619.391,7.492,0.0,0.0,-16.911,-16.843,-2.757,0.0
620.406,7.825,0.0,0.0,-16.266,-16.808,-2.717,0.0
621.421,7.825,0.0,0.0,-15.803,-16.711,-2.703,0.0
622.436,7.658,0.0,0.0,-15.949,-16.798,-2.777,0.0
623.473,7.492,0.0,0.0,-15.778,-16.91,-2.928,0.0
624.489,7.658,0.0,0.0,-15.397,-16.703,-2.733,0.0
625.484,7.325,0.0,0.0,-16.178,-16.94,-2.901,0.0
626.499,7.741,0.0,0.0,-15.512,-16.837,-2.766,0.0
627.516,7.574,0.0,0.0,-15.898,-16.854,-2.808,0.0
628.532,7.492,0.0,0.0,-16.227,-16.925,-2.835,0.0
629.57,7.825,0.0,0.0,-16.682,-16.84,-2.674,0.0
630.586,7.658,0.0,0.0,-16.378,-16.969,-2.812,0.0
631.602,7.492,0.0,0.0,-15.638,-16.938,-2.833,0.0
632.597,7.825,0.0,0.0,-15.944,-16.771,-2.7,0.0
633.612,7.574,0.0,0.0,-16.653,-17.008,-2.853,0.0
634.628,7.741,0.0,0.0,-15.596,-16.995,-2.814,0.0
635.666,7.741,0.0,0.0,-16.506,-17.062,-2.749,0.0
636.681,7.741,0.0,0.0,-16.571,-17.126,-2.797,0.0
637.696,7.574,0.0,0.0,-16.89,-17.117,-2.832,0.0
638.691,7.741,0.0,0.0,-16.876,-17.203,-2.821,0.0
639.707,7.574,0.0,0.0,-17.233,-17.372,-2.877,0.0
640.723,7.908,0.0,0.0,-16.596,-17.281,-2.719,0.0
641.739,7.658,0.0,0.0,-16.921,-17.462,-2.807,0.0
642.777,7.658,0.0,0.0,-17.411,-17.538,-2.832,0.0
643.793,7.574,0.0,0.0,-17.176,-17.595,-2.878,0.0
644.787,7.658,0.0,0.0,-16.48,-17.545,-2.797,0.0
645.803,7.741,0.0,0.0,-17.12,-17.742,-2.903,0.0
646.819,7.492,0.0,0.0,-17.227,-17.811,-2.888,0.0
647.835,7.658,0.0,0.0,-16.399,-17.737,-2.843,0.0
648.873,7.658,0.0,0.0,-17.337,-17.906,-2.94,0.0
649.889,7.492,0.0,0.0,-17.016,-17.864,-2.873,0.0
650.884,7.658,0.0,0.0,-17.621,-17.874,-2.908,0.0
651.9,7.574,0.0,0.0,-17.311,-17.926,-2.884,0.0
652.915,7.492,0.0,0.0,-17.72,-18.051,-3.042,0.0
653.931,7.741,0.0,0.0,-16.849,-17.898,-2.793,0.0
654.967,7.492,0.0,0.0,-17.1,-18.073,-2.968,0.0
655.982,7.492,0.0,0.0,-17.5,-17.957,-2.892,0.0
656.998,7.492,0.0,0.0,-17.511,-18.109,-2.939,0.0
657.992,7.658,0.0,0.0,-18.137,-18.077,-2.89,0.0
659.007,7.408,0.0,0.0,-17.633,-18.261,-3.055,0.0
660.023,7.158,0.0,0.0,-17.212,-18.334,-3.124,0.0
661.039,7.574,0.0,0.0,-17.555,-18.187,-2.973,0.0
662.077,7.492,0.0,0.0,-17.029,-18.247,-2.984,0.0
663.093,7.658,0.0,0.0,-17.123,-18.205,-2.89,0.0
664.088,7.325,0.0,0.0,-17.301,-18.417,-3.07,0.0
665.104,7.574,0.0,0.0,-17.382,-18.288,-2.998,0.0
666.12,7.741,0.0,0.0,-18.054,-18.207,-2.828,0.0
667.136,7.741,0.0,0.0,-17.599,-18.324,-2.875,0.0
668.152,7.658,0.0,0.0,-17.657,-18.382,-2.901,0.0
669.191,7.574,0.0,0.0,-17.826,-18.354,-2.979,0.0
670.207,7.492,0.0,0.0,-17.317,-18.45,-2.998,0.0
671.203,7.741,0.0,0.0,-17.675,-18.34,-2.863,0.0
672.219,7.574,0.0,0.0,-17.768,-18.424,-2.947,0.0
673.235,7.658,0.0,0.0,-17.067,-18.333,-2.886,0.0
674.272,7.574,0.0,0.0,-17.677,-18.438,-2.921,0.0
675.288,7.574,0.0,0.0,-17.839,-18.496,-2.901,0.0
676.303,7.492,0.0,0.0,-17.951,-18.614,-2.983,0.0
677.297,7.658,0.0,0.0,-17.75,-18.675,-2.96,0.0
678.313,7.492,0.0,0.0,-17.745,-18.673,-2.999,0.0
679.329,7.825,0.0,0.0,-17.701,-18.531,-2.869,0.0
680.367,7.574,0.0,0.0,-18.103,-18.523,-2.915,0.0
681.383,7.574,0.0,0.0,-17.704,-18.531,-2.972,0.0
682.399,7.492,0.0,0.0,-18.252,-18.558,-2.948,0.0
683.395,7.492,0.0,0.0,-17.862,-18.674,-2.937,0.0
684.41,7.492,0.0,0.0,-18.238,-18.719,-2.909,0.0
685.426,7.408,0.0,0.0,-17.883,-18.817,-2.995,0.0
686.442,7.492,0.0,0.0,-17.863,-18.882,-2.988,0.0
687.48,7.574,0.0,0.0,-18.033,-18.853,-2.987,0.0
688.496,7.658,0.0,0.0,-18.071,-18.784,-2.863,0.0
689.491,7.574,0.0,0.0,-17.995,-18.793,-2.922,0.0
690.506,7.658,0.0,0.0,-18.051,-18.882,-2.987,0.0
691.521,7.574,0.0,0.0,-18.378,-18.804,-2.931,0.0
692.536,7.658,0.0,0.0,-18.014,-18.843,-2.933,0.0
693.573,7.658,0.0,0.0,-18.299,-18.931,-2.888,0.0
694.588,7.574,0.0,0.0,-17.821,-18.97,-2.84,0.0
695.603,7.492,0.0,0.0,-18.485,-19.096,-2.922,0.0
696.598,7.658,0.0,0.0,-18.653,-19.168,-2.945,0.0
697.613,7.574,0.0,0.0,-18.425,-19.237,-2.987,0.0
698.629,7.574,0.0,0.0,-18.214,-19.27,-2.923,0.0
699.667,7.574,0.0,0.0,-18.533,-19.329,-2.93,0.0
700.683,7.408,0.0,0.0,-18.773,-19.414,-2.959,0.0
701.699,7.825,0.0,0.0,-18.862,-19.393,-2.833,0.0
702.694,7.658,0.0,0.0,-18.969,-19.434,-2.88,0.0
703.709,7.408,0.0,0.0,-19.043,-19.534,-2.944,0.0
704.725,7.492,0.0,0.0,-18.881,-19.599,-2.934,0.0
705.763,7.658,0.0,0.0,-18.934,-19.608,-2.848,0.0
706.779,7.325,0.0,0.0,-19.076,-19.842,-3.058,0.0
707.795,7.492,0.0,0.0,-18.813,-19.784,-2.995,0.0
708.786,7.574,0.0,0.0,-19.034,-19.792,-2.997,0.0
709.801,7.574,0.0,0.0,-18.966,-19.794,-2.976,0.0
710.817,7.658,0.0,0.0,-18.774,-19.725,-2.885,0.0
711.833,7.574,0.0,0.0,-18.828,-19.845,-2.971,0.0
712.871,7.574,0.0,0.0,-18.902,-19.872,-2.916,0.0
713.889,7.574,0.0,0.0,-19.163,-19.89,-2.914,0.0
714.884,7.658,0.0,0.0,-18.921,-19.893,-2.891,0.0
715.9,7.825,0.0,0.0,-19.031,-19.931,-2.853,0.0
716.916,7.741,0.0,0.0,-19.305,-19.939,-2.847,0.0
717.932,7.492,0.0,0.0,-19.272,-20.079,-2.92,0.0
718.97,7.574,0.0,0.0,-19.292,-20.159,-2.933,0.0
719.986,7.492,0.0,0.0,-19.086,-20.186,-2.919,0.0
721.002,7.658,0.0,0.0,-19.278,-20.25,-2.946,0.0
721.997,7.741,0.0,0.0,-19.712,-20.191,-2.897,0.0
723.012,7.658,0.0,0.0,-19.679,-20.27,-2.955,0.0
724.028,7.741,0.0,0.0,-19.268,-20.183,-2.824,0.0
725.066,7.325,0.0,0.0,-19.414,-20.401,-3.002,0.0
726.082,7.741,0.0,0.0,-19.325,-20.265,-2.804,0.0
727.097,7.658,0.0,0.0,-19.331,-20.398,-2.905,0.0
728.091,7.825,0.0,0.0,-19.49,-20.271,-2.808,0.0
729.106,7.658,0.0,0.0,-19.62,-20.377,-2.874,0.0
730.122,7.908,0.0,0.0,-19.751,-20.283,-2.744,0.0
731.138,7.908,0.0,0.0,-19.663,-20.244,-2.706,0.0
732.176,7.741,0.0,0.0,-19.62,-20.348,-2.8,0.0
733.192,7.908,0.0,0.0,-19.658,-20.369,-2.82,0.0
734.208,7.908,0.0,0.0,-19.719,-20.375,-2.783,0.0
735.203,7.991,0.0,0.0,-19.516,-20.349,-2.746,0.0
736.219,7.574,0.0,0.0,-19.618,-20.53,-2.932,0.0
737.234,7.574,0.0,0.0,-19.759,-20.489,-2.867,0.0
738.273,7.658,0.0,0.0,-19.788,-20.505,-2.839,0.0
739.287,7.908,0.0,0.0,-19.955,-20.471,-2.806,0.0
740.302,7.658,0.0,0.0,-19.764,-20.605,-2.901,0.0
741.294,7.658,0.0,0.0,-19.701,-20.552,-2.839,0.0
742.305,7.741,0.0,0.0,-19.775,-20.498,-2.803,0.0
743.318,7.658,0.0,0.0,-19.724,-20.59,-2.875,0.0
744.331,7.574,0.0,0.0,-19.539,-20.547,-2.826,0.0
745.366,7.741,0.0,0.0,-19.608,-20.51,-2.761,0.0
746.381,7.658,0.0,0.0,-19.647,-20.593,-2.861,0.0
747.395,7.741,0.0,0.0,-19.778,-20.607,-2.863,0.0
748.386,7.825,0.0,0.0,-19.72,-20.438,-2.735,0.0
749.399,7.825,0.0,0.0,-19.674,-20.511,-2.803,0.0
750.411,7.741,0.0,0.0,-19.745,-20.497,-2.831,0.0
751.425,7.908,0.0,0.0,-19.618,-20.34,-2.664,0.0
752.461,7.908,0.0,0.0,-19.699,-20.442,-2.793,0.0
753.475,7.574,0.0,0.0,-19.614,-20.559,-2.922,0.0
754.489,8.074,0.0,0.0,-19.669,-20.293,-2.699,0.0
755.502,7.658,0.0,0.0,-19.53,-20.398,-2.853,0.0
756.496,7.492,0.0,0.0,-19.391,-20.39,-2.924,0.0
757.511,7.825,0.0,0.0,-19.398,-20.121,-2.719,0.0
758.525,7.741,0.0,0.0,-19.278,-20.092,-2.769,0.0
759.539,7.492,0.0,0.0,-19.181,-20.123,-2.886,0.0
760.577,7.658,0.0,0.0,-19.055,-20.032,-2.837,0.0
761.591,7.741,0.0,0.0,-18.813,-19.86,-2.74,0.0
762.584,7.825,0.0,0.0,-19.215,-19.924,-2.853,0.0
763.597,7.825,0.0,0.0,-19.43,-19.765,-2.74,0.0
764.611,7.741,0.0,0.0,-19.01,-19.706,-2.748,0.0
765.626,7.825,0.0,0.0,-18.328,-19.545,-2.769,0.0
766.663,7.574,0.0,0.0,-18.337,-19.438,-2.821,0.0
767.677,7.574,0.0,0.0,-18.754,-19.285,-2.788,0.0
768.692,7.574,0.0,0.0,-17.856,-19.085,-2.8,0.0
769.687,7.825,0.0,0.0,-17.917,-18.823,-2.729,0.0
770.702,7.908,0.0,0.0,-17.43,-18.528,-2.613,0.0
771.717,7.658,0.0,0.0,-17.219,-18.398,-2.773,0.0
772.733,7.908,0.0,0.0,-16.993,-18.025,-2.706,0.0
773.77,7.741,0.0,0.0,-16.1,-17.612,-2.731,0.0
774.786,7.991,0.0,0.0,-16.233,-17.113,-2.641,0.0
775.801,7.741,0.0,0.0,-16.002,-16.666,-2.692,0.0
776.795,7.908,0.0,0.0,-14.751,-15.904,-2.511,0.0
777.81,7.908,0.0,0.0,-13.66,-15.292,-2.513,0.0
778.825,7.908,0.0,0.0,-13.707,-14.662,-2.501,0.0
779.863,7.991,0.0,0.0,-12.008,-13.675,-2.422,0.0
780.878,7.908,0.0,0.0,-11.902,-12.772,-2.432,0.0
781.893,7.741,0.0,0.0,-10.546,-11.817,-2.497,0.0
782.887,7.741,0.0,0.0,-8.994,-10.544,-2.443,0.0
783.902,7.741,0.0,0.0,-6.596,-9.241,-2.404,0.0
784.917,7.991,0.0,0.0,-6.219,-7.512,-2.105,0.0
785.931,7.908,0.0,0.0,-3.321,-5.983,-2.198,0.0
786.968,7.825,0.0,0.0,-2.428,-4.361,-2.172,0.0
787.983,7.825,0.0,0.0,-1.121,-2.899,-2.043,0.0
788.998,7.574,0.0,0.0,-0.268,-1.748,-2.143,0.0
789.992,7.825,0.0,0.0,-0.111,-0.755,-1.977,0.0
791.007,7.991,0.0,0.0,-0.104,-0.297,-1.947,0.0
792.022,7.741,0.0,0.0,-0.596,-0.395,-2.025,0.0
793.037,7.825,0.0,0.0,-1.885,-0.978,-2.091,0.0
794.075,7.991,0.0,0.0,-2.652,-1.917,-2.046,0.0
795.09,8.074,0.0,0.0,-4.617,-3.057,-2.019,0.0
796.085,8.074,0.0,0.0,-6.111,-4.566,-2.077,0.0
797.1,7.741,0.0,0.0,-6.877,-6.21,-2.284,0.0
798.114,7.741,0.0,0.0,-9.358,-7.712,-2.303,0.0
799.124,7.741,0.0,0.0,-10.161,-9.091,-2.31,0.0
800.138,7.741,0.0,0.0,-11.177,-10.476,-2.368,0.0
801.172,7.741,0.0,0.0,-12.666,-11.797,-2.46,0.0
802.182,7.825,0.0,0.0,-13.012,-12.961,-2.439,0.0
803.192,7.825,0.0,0.0,-14.664,-14.016,-2.48,0.0
804.202,7.908,0.0,0.0,-14.989,-14.844,-2.465,0.0
805.214,7.908,0.0,0.0,-15.561,-15.525,-2.563,0.0
806.203,7.825,0.0,0.0,-16.523,-16.244,-2.53,0.0
807.214,7.741,0.0,0.0,-16.359,-16.883,-2.6,0.0
808.223,7.908,0.0,0.0,-17.245,-17.341,-2.538,0.0
809.234,7.825,0.0,0.0,-17.294,-17.805,-2.545,0.0
810.268,7.741,0.0,0.0,-17.793,-18.306,-2.677,0.0
811.279,8.074,0.0,0.0,-18.354,-18.476,-2.522,0.0
812.287,7.908,0.0,0.0,-18.227,-18.903,-2.661,0.0
813.297,7.908,0.0,0.0,-18.52,-19.053,-2.568,0.0
814.287,7.741,0.0,0.0,-18.908,-19.391,-2.715,0.0
815.299,7.741,0.0,0.0,-18.498,-19.518,-2.685,0.0
816.312,7.908,0.0,0.0,-19.117,-19.606,-2.647,0.0
817.323,7.908,0.0,0.0,-19.221,-19.83,-2.629,0.0
818.334,8.157,0.0,0.0,-19.374,-19.877,-2.504,0.0
819.367,7.908,0.0,0.0,-19.591,-20.155,-2.634,0.0
820.375,7.991,0.0,0.0,-19.416,-20.234,-2.573,0.0
821.387,8.074,0.0,0.0,-19.514,-20.3,-2.612,0.0
822.397,8.074,0.0,0.0,-19.769,-20.352,-2.524,0.0
823.386,8.157,0.0,0.0,-19.743,-20.466,-2.595,0.0
824.396,8.157,0.0,0.0,-19.73,-20.443,-2.515,0.0
825.407,8.074,0.0,0.0,-19.732,-20.533,-2.589,0.0
826.421,8.241,0.0,0.0,-19.641,-20.436,-2.511,0.0
827.429,7.991,0.0,0.0,-19.607,-20.482,-2.489,0.0
828.439,8.074,0.0,0.0,-19.568,-20.434,-2.511,0.0
829.471,7.991,0.0,0.0,-19.542,-20.438,-2.534,0.0
830.481,7.991,0.0,0.0,-19.55,-20.402,-2.565,0.0
831.493,8.074,0.0,0.0,-19.371,-20.342,-2.523,0.0
832.502,7.741,0.0,0.0,-19.381,-20.34,-2.634,0.0
833.492,7.908,0.0,0.0,-19.147,-20.124,-2.57,0.0
834.502,7.908,0.0,0.0,-19.207,-20.089,-2.619,0.0
835.513,8.074,0.0,0.0,-18.899,-19.739,-2.456,0.0
836.523,7.991,0.0,0.0,-18.692,-19.559,-2.46,0.0
837.536,8.074,0.0,0.0,-18.705,-19.435,-2.513,0.0
838.571,7.991,0.0,0.0,-18.42,-19.153,-2.468,0.0
839.581,7.991,0.0,0.0,-17.655,-18.88,-2.476,0.0
840.591,7.991,0.0,0.0,-17.351,-18.45,-2.439,0.0
841.601,8.157,0.0,0.0,-16.663,-18.043,-2.39,0.0
842.592,8.074,0.0,0.0,-16.18,-17.574,-2.404,0.0
843.602,7.908,0.0,0.0,-16.077,-17.199,-2.432,0.0
844.613,8.157,0.0,0.0,-15.694,-16.397,-2.234,0.0
845.623,7.991,0.0,0.0,-14.061,-15.665,-2.321,0.0
846.633,7.908,0.0,0.0,-13.201,-14.812,-2.324,0.0
847.665,8.241,0.0,0.0,-12.256,-13.723,-2.311,0.0
848.676,7.991,0.0,0.0,-10.079,-12.489,-2.322,0.0
849.686,7.991,0.0,0.0,-8.315,-11.105,-2.182,0.0
850.696,7.991,0.0,0.0,-8.513,-9.735,-2.138,0.0
851.687,8.241,0.0,0.0,-5.754,-8.103,-2.003,0.0
852.696,8.074,0.0,0.0,-5.17,-6.431,-1.952,0.0
853.707,8.157,0.0,0.0,-3.8,-4.809,-1.828,0.0
854.717,8.074,0.0,0.0,-1.816,-3.393,-1.941,0.0
855.729,8.241,0.0,0.0,-1.028,-1.922,-1.767,0.0
856.739,8.324,0.0,0.0,-0.386,-0.91,-1.674,0.0
857.771,8.157,0.0,0.0,-0.349,-0.509,-1.702,0.0
858.787,7.908,0.0,0.0,-0.949,-0.783,-1.816,0.0
859.801,7.908,0.0,0.0,-2.552,-1.47,-1.797,0.0
860.792,8.157,0.0,0.0,-3.248,-2.572,-1.803,0.0
861.801,8.074,0.0,0.0,-4.773,-4.025,-1.887,0.0
862.813,8.241,0.0,0.0,-7.567,-5.541,-1.861,0.0
863.823,7.908,0.0,0.0,-8.72,-7.283,-2.012,0.0
864.833,8.157,0.0,0.0,-9.215,-8.737,-1.972,0.0
865.866,8.241,0.0,0.0,-11.435,-10.292,-2.006,0.0
866.876,8.241,0.0,0.0,-13.166,-11.751,-2.138,0.0
867.886,8.157,0.0,0.0,-14.107,-13.0,-2.183,0.0
868.896,8.157,0.0,0.0,-13.935,-14.04,-2.152,0.0
869.885,8.407,0.0,0.0,-15.052,-14.886,-2.068,0.0
870.896,8.074,0.0,0.0,-15.523,-15.914,-2.273,0.0
871.907,8.157,0.0,0.0,-15.978,-16.535,-2.298,0.0
872.918,8.074,0.0,0.0,-16.915,-17.089,-2.292,0.0
873.928,8.157,0.0,0.0,-17.571,-17.605,-2.297,0.0
874.938,7.991,0.0,0.0,-18.357,-18.208,-2.442,0.0
875.971,7.991,0.0,0.0,-18.478,-18.598,-2.475,0.0
876.981,8.157,0.0,0.0,-18.106,-18.812,-2.329,0.0
877.991,8.241,0.0,0.0,-18.79,-19.22,-2.306,0.0
879.001,8.074,0.0,0.0,-19.2,-19.617,-2.433,0.0
879.992,7.991,0.0,0.0,-18.932,-19.818,-2.415,0.0
881.001,8.407,0.0,0.0,-19.463,-19.919,-2.313,0.0
882.013,7.825,0.0,0.0,-19.316,-20.26,-2.523,0.0
883.023,8.074,0.0,0.0,-19.508,-20.328,-2.41,0.0
884.033,8.241,0.0,0.0,-19.647,-20.44,-2.398,0.0
885.068,8.074,0.0,0.0,-19.694,-20.493,-2.423,0.0
886.076,8.241,0.0,0.0,-19.79,-20.45,-2.322,0.0
887.087,8.074,0.0,0.0,-19.685,-20.61,-2.488,0.0
888.096,7.991,0.0,0.0,-19.523,-20.565,-2.46,0.0
889.087,7.908,0.0,0.0,-19.51,-20.534,-2.525,0.0
890.096,8.324,0.0,0.0,-19.57,-20.315,-2.377,0.0
891.107,8.241,0.0,0.0,-19.414,-20.174,-2.358,0.0
892.118,7.991,0.0,0.0,-19.183,-20.022,-2.394,0.0
893.129,8.157,0.0,0.0,-19.161,-19.863,-2.38,0.0
894.139,7.991,0.0,0.0,-18.527,-19.665,-2.441,0.0
895.149,8.324,0.0,0.0,-18.56,-19.09,-2.221,0.0
896.181,8.157,0.0,0.0,-17.766,-18.864,-2.381,0.0
897.195,8.074,0.0,0.0,-17.189,-18.326,-2.323,0.0
898.206,8.074,0.0,0.0,-16.629,-17.803,-2.287,0.0
899.219,8.407,0.0,0.0,-16.288,-17.04,-2.128,0.0
900.207,8.074,0.0,0.0,-14.977,-16.455,-2.25,0.0
901.218,8.157,0.0,0.0,-13.442,-15.383,-2.144,0.0
902.231,8.324,0.0,0.0,-13.142,-14.298,-2.067,0.0
903.238,7.991,0.0,0.0,-11.471,-13.354,-2.125,0.0
904.27,8.241,0.0,0.0,-9.832,-11.975,-2.034,0.0
905.277,8.074,0.0,0.0,-8.214,-10.483,-2.003,0.0
906.287,8.407,0.0,0.0,-6.555,-8.638,-1.814,0.0
907.297,7.991,0.0,0.0,-4.61,-7.018,-1.929,0.0
908.287,8.241,0.0,0.0,-3.363,-5.227,-1.783,0.0
909.297,8.241,0.0,0.0,-2.206,-3.563,-1.76,0.0
910.308,8.241,0.0,0.0,-0.976,-2.103,-1.692,0.0
911.321,7.991,0.0,0.0,0.025,-1.105,-1.791,0.0
912.334,8.407,0.0,0.0,-0.196,-0.395,-1.567,0.0
913.372,8.407,0.0,0.0,-1.116,-0.588,-1.583,0.0
914.387,8.407,0.0,0.0,-2.482,-1.35,-1.622,0.0
915.382,8.157,0.0,0.0,-4.24,-2.631,-1.702,0.0
916.397,8.241,0.0,0.0,-5.406,-4.189,-1.708,0.0
917.412,8.241,0.0,0.0,-7.596,-5.885,-1.783,0.0
918.428,8.407,0.0,0.0,-8.7,-7.638,-1.809,0.0
919.466,8.407,0.0,0.0,-11.55,-9.487,-1.9,0.0
920.482,8.324,0.0,0.0,-13.26,-11.026,-1.9,0.0
921.498,8.491,0.0,0.0,-14.054,-12.437,-1.925,0.0
922.493,8.241,0.0,0.0,-14.734,-13.597,-1.992,0.0
923.509,8.074,0.0,0.0,-15.234,-14.84,-2.187,0.0
924.525,8.157,0.0,0.0,-16.241,-15.871,-2.159,0.0
925.563,8.324,0.0,0.0,-16.438,-16.685,-2.132,0.0
926.579,8.157,0.0,0.0,-17.187,-17.534,-2.242,0.0
927.595,7.991,0.0,0.0,-17.838,-18.213,-2.389,0.0
928.589,8.407,0.0,0.0,-18.026,-18.432,-2.147,0.0
929.604,8.407,0.0,0.0,-18.517,-18.855,-2.172,0.0
930.619,8.074,0.0,0.0,-19.082,-19.38,-2.344,0.0
931.634,8.324,0.0,0.0,-18.724,-19.654,-2.337,0.0
932.672,8.324,0.0,0.0,-19.135,-19.787,-2.218,0.0
933.688,8.157,0.0,0.0,-19.649,-20.188,-2.313,0.0
934.683,8.074,0.0,0.0,-19.701,-20.388,-2.399,0.0
935.698,8.241,0.0,0.0,-19.648,-20.362,-2.251,0.0
936.713,8.324,0.0,0.0,-19.634,-20.411,-2.259,0.0
937.725,8.407,0.0,0.0,-19.737,-20.417,-2.231,0.0
938.738,8.324,0.0,0.0,-19.838,-20.457,-2.256,0.0
939.775,8.241,0.0,0.0,-19.427,-20.394,-2.288,0.0
940.789,8.407,0.0,0.0,-19.489,-20.266,-2.229,0.0
941.784,8.157,0.0,0.0,-19.243,-20.297,-2.392,0.0
942.797,8.241,0.0,0.0,-18.726,-20.022,-2.288,0.0
943.812,8.157,0.0,0.0,-18.922,-19.807,-2.331,0.0
944.823,8.074,0.0,0.0,-18.648,-19.512,-2.316,0.0
945.833,8.324,0.0,0.0,-17.882,-19.139,-2.281,0.0
946.866,8.157,0.0,0.0,-17.251,-18.773,-2.393,0.0
947.877,8.241,0.0,0.0,-16.635,-18.045,-2.188,0.0
948.887,8.324,0.0,0.0,-16.456,-17.365,-2.169,0.0
949.897,8.241,0.0,0.0,-15.11,-16.685,-2.203,0.0
950.886,8.157,0.0,0.0,-13.907,-15.822,-2.21,0.0
951.896,7.991,0.0,0.0,-13.038,-14.784,-2.284,0.0
952.907,7.991,0.0,0.0,-10.187,-13.422,-2.192,0.0
953.918,8.074,0.0,0.0,-9.111,-11.762,-2.033,0.0
954.928,8.324,0.0,0.0,-8.369,-10.375,-1.997,0.0
955.938,8.157,0.0,0.0,-5.919,-8.683,-1.956,0.0
956.971,8.157,0.0,0.0,-4.454,-6.78,-1.874,0.0
957.981,8.157,0.0,0.0,-3.405,-4.976,-1.883,0.0
958.995,8.074,0.0,0.0,-1.156,-3.167,-1.735,0.0
959.986,8.324,0.0,0.0,-0.632,-1.741,-1.65,0.0
961.0,8.157,0.0,0.0,-0.201,-0.902,-1.688,0.0
962.013,8.241,0.0,0.0,-0.417,-0.542,-1.639,0.0
963.023,7.991,0.0,0.0,-1.071,-0.901,-1.727,0.0
964.033,8.324,0.0,0.0,-2.799,-1.657,-1.646,0.0
965.065,8.324,0.0,0.0,-4.176,-3.128,-1.726,0.0
966.077,8.074,0.0,0.0,-7.288,-4.8,-1.838,0.0
967.086,8.157,0.0,0.0,-7.934,-6.432,-1.827,0.0
968.099,8.157,0.0,0.0,-9.137,-8.353,-1.995,0.0
969.087,8.074,0.0,0.0,-11.191,-10.001,-2.035,0.0
970.096,8.074,0.0,0.0,-12.45,-11.616,-2.065,0.0
971.107,8.241,0.0,0.0,-13.017,-12.95,-2.115,0.0
972.119,7.991,0.0,0.0,-14.8,-14.186,-2.156,0.0
973.134,8.157,0.0,0.0,-16.05,-15.374,-2.131,0.0
974.143,8.241,0.0,0.0,-15.981,-16.462,-2.243,0.0
975.156,8.241,0.0,0.0,-17.481,-17.197,-2.226,0.0
976.186,8.241,0.0,0.0,-17.907,-17.886,-2.271,0.0
977.197,8.074,0.0,0.0,-18.449,-18.524,-2.338,0.0
978.21,8.241,0.0,0.0,-18.687,-18.903,-2.289,0.0
979.197,7.991,0.0,0.0,-18.514,-19.313,-2.392,0.0
980.206,8.074,0.0,0.0,-18.976,-19.592,-2.364,0.0
981.218,8.157,0.0,0.0,-19.359,-19.867,-2.363,0.0
982.228,8.074,0.0,0.0,-19.347,-20.147,-2.419,0.0
983.238,8.157,0.0,0.0,-19.645,-20.353,-2.439,0.0
984.27,8.157,0.0,0.0,-19.643,-20.468,-2.438,0.0
985.281,8.241,0.0,0.0,-19.752,-20.445,-2.386,0.0
986.291,8.157,0.0,0.0,-19.659,-20.485,-2.394,0.0
987.282,8.241,0.0,0.0,-19.456,-20.451,-2.371,0.0
988.291,7.908,0.0,0.0,-19.45,-20.485,-2.498,0.0
